Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount
Entertainment,Recreation/Fitness/Clubs,9/4/18, ,ROCKIN JUMP - SAN,PURCHASE                                AUTHORIZED ON   09/02 ROCKIN JUMP - SAN         SAN JOSE      CA  S308246026623137   CARD 5402,Debit Card/ATM Card ...5402,$22.00
Entertainment,Arts,9/6/18, ,UNIVERSE.COM CHARG,PURCHASE                                AUTHORIZED ON   09/05 UNIVERSE.COM/CHARG        UNIVERSE.COM  CA  S588248566347374   CARD 1745,Debit Card/ATM Card ...1745,$140.46
Entertainment,Music,9/6/18, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   09/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S468247761124358   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Music,9/7/18, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   09/05 APL* ITUNES.COM/BI        866-712-7753  CA  S468249192050236   CARD 5402,Debit Card/ATM Card ...5402,$11.97
Entertainment,Music,9/12/18, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   09/10 APL* ITUNES.COM/BI        866-712-7753  CA  S308254200604199   CARD 5402,Debit Card/ATM Card ...5402,$14.99
Entertainment,Music,9/17/18, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   09/13 APL* ITUNES.COM/BI        866-712-7753  CA  S388257064051074   CARD 0484,Debit Card/ATM Card ...0484,$2.99
Entertainment,Other Entertainment,9/17/18, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   09/13 EPC*FORTNITE              919-854-0070  NC  S588257023324809   CARD 0484,Debit Card/ATM Card ...0484,$9.99
Entertainment,Music,9/19/18, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   09/18 APL* ITUNES.COM/BI        866-712-7753  CA  S308261687427535   CARD 5402,Debit Card/ATM Card ...5402,$29.99
Entertainment,Music,9/21/18, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   09/19 APL* ITUNES.COM/BI        866-712-7753  CA  S588263024158083   CARD 0484,Debit Card/ATM Card ...0484,$3.99
Entertainment,Other Entertainment,9/28/18, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   09/27 EPC*FORTNITE              919-854-0070  NC  S468270521733580   CARD 0484,Debit Card/ATM Card ...0484,$9.99
Entertainment,Music,10/5/18, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   10/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S468277739998987   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Arts,10/8/18,"UNIVERSE.COM ,CA",UNIVERSE.COM CHARGE ..,"UNIVERSE.COM/CHARGE*.. UNIVERSE.COM ,CA",PLATINUM CARD ...4360,$176.22
Entertainment,Other Entertainment,10/11/18, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   10/10 EPC*FORTNITE              919-854-0070  NC  S468283804678005   CARD 0484,Debit Card/ATM Card ...0484,$24.99
Entertainment,Music,10/19/18, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   10/17 APL* ITUNES.COM/BI        866-712-7753  CA  S388291231468868   CARD 0484,Debit Card/ATM Card ...0484,$2.28
Entertainment,Music,10/26/18, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   10/25 PP*ITUNES.COM/BILL        402-935-7733  CA  S468298517151067   CARD 1745,Debit Card/ATM Card ...1745,$4.99
Entertainment,Music,10/29/18, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   10/27 APL* ITUNES.COM/BI        866-712-7753  CA  S588301174399603   CARD 0484,Debit Card/ATM Card ...0484,$1.99
Entertainment,Music,10/29/18, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   10/27 PP*ITUNES.COM/BILL        402-935-7733  CA  S388300736642029   CARD 1745,Debit Card/ATM Card ...1745,$13.98
Entertainment,Other Entertainment,10/29/18, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   10/26 EPC*FORTNITE              919-854-0070  NC  S308299526977326   CARD 0484,Debit Card/ATM Card ...0484,$19.99
Entertainment,Music,11/5/18, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   11/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S588308775466392   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Books/Magazines/Newspapers,11/13/18,"Amzn.com/bill,WA",AMZN MKTP US M,"AMZN Mktp US*M81YT57L0 Amzn.com/bill,WA",PLATINUM CARD ...4360,$48.16
Entertainment,Other Entertainment,11/13/18, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   11/10 EPC*FORTNITE              919-854-0070  NC  S388315086072366   CARD 0484,Debit Card/ATM Card ...0484,$9.99
Entertainment,Movies,11/24/18,"SAN JOSE     ,CA",AMC SARATOGA,"AMC SARATOGA 14 #0433 SAN JOSE     ,CA",PLATINUM CARD ...4360,$7.79
Entertainment,Movies,11/25/18,"402-935-7733 ,CA",PAYPAL FANDANGOMED,"PAYPAL *FANDANGOMED 402-935-7733 ,CA",PLATINUM CARD ...4360,$16.89
Entertainment,Music,11/28/18, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   11/27 PP*ITUNES.COM/BILL        402-935-7733  CA  S308331773207774   CARD 1745,Debit Card/ATM Card ...1745,$13.98
Entertainment,Music,12/5/18, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   12/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S308338775485326   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Other Entertainment,12/10/18, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   12/09 EPC*FORTNITE              919-854-0070  NC  S468343790551515   CARD 0484,Debit Card/ATM Card ...0484,$9.99
Entertainment,Books/Magazines/Newspapers,12/15/18,"Amzn.com/bill,WA",AMZN MKTP US M,"AMZN Mktp US*M29H64Z91 Amzn.com/bill,WA",PLATINUM CARD ...4360,$45.12
Entertainment,Music,12/17/18, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   12/15 PP*ITUNES.COM/BILL        402-935-7733  CA  S468349698415606   CARD 1745,Debit Card/ATM Card ...1745,$59.99
Entertainment,Books/Magazines/Newspapers,12/25/18,"Amzn.com/bill,WA",AMZN MKTP US M,"AMZN Mktp US*M20LM92U0 Amzn.com/bill,WA",PLATINUM CARD ...4360,$214.97
Entertainment,Music,12/31/18, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   12/29 PP*ITUNES.COM/BILL        402-935-7733  CA  S388363772467059   CARD 1745,Debit Card/ATM Card ...1745,$8.99
Entertainment,Recreation/Fitness/Clubs,1/2/19, ,BEAR VALLEY CROSS,PURCHASE                                AUTHORIZED ON   01/01 BEAR VALLEY CROSS         BEAR VALLEY   CA  S589001771037382   CARD 5402,Debit Card/ATM Card ...5402,$198.00
Entertainment,Recreation/Fitness/Clubs,1/2/19, ,BEAR VALLEY CROSS,PURCHASE                                AUTHORIZED ON   01/01 BEAR VALLEY CROSS         BEAR VALLEY   CA  S469001858026721   CARD 5402,Debit Card/ATM Card ...5402,$20.00
Entertainment,Recreation/Fitness/Clubs,1/2/19, ,BEAR VALLEY CROSS,PURCHASE                                AUTHORIZED ON   01/01 BEAR VALLEY CROSS         BEAR VALLEY   CA  S589001832403006   CARD 5402,Debit Card/ATM Card ...5402,$9.00
Entertainment,Music,1/7/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   01/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S309004775686988   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Recreation/Fitness/Clubs,1/7/19, ,BEAR VALLEY CROSS,PURCHASE                                AUTHORIZED ON   01/04 BEAR VALLEY CROSS         BEAR VALLEY   CA  S469004844917162   CARD 5402,Debit Card/ATM Card ...5402,$13.49
Entertainment,Music,1/8/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   01/06 PP*ITUNES.COM/BILL        402-935-7733  CA  S469007173263965   CARD 1745,Debit Card/ATM Card ...1745,$4.99
Entertainment,Music,1/10/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   01/09 PP*ITUNES.COM/BILL        402-935-7733  CA  S309009551287253   CARD 1745,Debit Card/ATM Card ...1745,$4.99
Entertainment,Music,1/14/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   01/12 PP*ITUNES.COM/BILL        402-935-7733  CA  S309013196589632   CARD 1745,Debit Card/ATM Card ...1745,$4.99
Entertainment,Books/Magazines/Newspapers,1/17/19,"Amzn.com/bill,WA",AMZN MKTP US,"AMZN Mktp US Amzn.com/bill,WA",PLATINUM CARD ...4360,-$205.72
Entertainment,Other Entertainment,1/22/19, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   01/18 EPC*FORTNITE              919-854-0070  NC  S309019090169841   CARD 0484,Debit Card/ATM Card ...0484,$9.99
Entertainment,Other Entertainment,1/22/19, ,STEAMGAMES.COM,PURCHASE                                AUTHORIZED ON   01/20 STEAMGAMES.COM 425        425-8899642   WA  S389021066349788   CARD 0484,Debit Card/ATM Card ...0484,$16.95
Entertainment,Other Entertainment,1/24/19, ,STEAMGAMES.COM,PURCHASE                                AUTHORIZED ON   01/20 Steamgames.com4259        425-9522985   WA  S389021068145532   CARD 0484,Debit Card/ATM Card ...0484,$2.49
Entertainment,Books/Magazines/Newspapers,1/25/19,"Amzn.com/bill,WA",AMAZON.COM MB,"Amazon.com*MB72D2QW0 Amzn.com/bill,WA",PLATINUM CARD ...4360,$108.99
Entertainment,Other Entertainment,1/27/19,"SAN JOSE     ,CA",SQ OMESCAPE - SAN,"SQ *OMESCAPE - SAN SAN JOSE     ,CA",PLATINUM CARD ...4360,$73.14
Entertainment,Music,1/30/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   01/29 PP*ITUNES.COM/BILL        402-935-7733  CA  S469029772379259   CARD 1745,Debit Card/ATM Card ...1745,$8.99
Entertainment,Other Entertainment,2/4/19, ,STEAMGAMES.COM,PURCHASE                                AUTHORIZED ON   01/30 Steamgames.com4259        425-9522985   WA  S389030566813093   CARD 0484,Debit Card/ATM Card ...0484,$50.00
Entertainment,Music,2/5/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   02/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S309035775542890   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Other Entertainment,2/11/19, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   02/08 EPC*FORTNITE              919-854-0070  NC  S589040003807829   CARD 0484,Debit Card/ATM Card ...0484,$4.99
Entertainment,Music,2/20/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   02/19 PP*ITUNES.COM/BILL        402-935-7733  CA  S589050565839200   CARD 1745,Debit Card/ATM Card ...1745,$4.99
Entertainment,Music,2/21/19, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   02/20 APL* ITUNES.COM/BI        866-712-7753  CA  S589051648964653   CARD 5402,Debit Card/ATM Card ...5402,$1.29
Entertainment,Other Entertainment,2/22/19, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   02/21 EPC*FORTNITE              919-854-0070  NC  S309052811261786   CARD 0484,Debit Card/ATM Card ...0484,$9.99
Entertainment,Other Entertainment,2/25/19, ,ROBLOX.COM,PURCHASE                                AUTHORIZED ON   02/24 ROBLOX.COM 888-858        888-8582569   CA  S469055677493423   CARD 0484,Debit Card/ATM Card ...0484,$4.95
Entertainment,Recreation/Fitness/Clubs,2/25/19, ,BEAR VALLEY CROSS,PURCHASE                                AUTHORIZED ON   02/22 BEAR VALLEY CROSS         BEAR VALLEY   CA  S389053739399823   CARD 5402,Debit Card/ATM Card ...5402,$113.00
Entertainment,Music,2/28/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   02/27 PP*ITUNES.COM/BILL        402-935-7733  CA  S389058772408703   CARD 1745,Debit Card/ATM Card ...1745,$8.99
Entertainment,Music,3/4/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   03/02 PP*ITUNES.COM/BILL        402-935-7733  CA  S389062249689979   CARD 1745,Debit Card/ATM Card ...1745,$2.99
Entertainment,Music,3/4/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   02/28 PP*ITUNES.COM/BILL        402-935-7733  CA  S309060235588020   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Music,3/4/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   03/02 PP*ITUNES.COM/BILL        402-935-7733  CA  S309062118120135   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Music,3/5/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   03/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S589063775445035   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Books/Magazines/Newspapers,3/8/19, ,AMZN MKTP US MW5ZR,PURCHASE                                AUTHORIZED ON   03/06 AMZN Mktp US*MW5ZR        Amzn.com/bill WA  S309065340767214   CARD 1745,Debit Card/ATM Card ...1745,$62.99
Entertainment,Other Entertainment,3/8/19, ,ROBLOX.COM,PURCHASE                                AUTHORIZED ON   03/07 ROBLOX.COM 888-858        888-8582569   CA  S309067025354778   CARD 0484,Debit Card/ATM Card ...0484,$4.95
Entertainment,Arts,3/18/19, ,THE UC THEATRE TAU,PURCHASE                                AUTHORIZED ON   03/15 THE UC THEATRE TAU        BERKELEY      CA  S309075120335302   CARD 5402,Debit Card/ATM Card ...5402,$11.50
Entertainment,Music,3/19/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   03/18 PP*ITUNES.COM/BILL        402-935-7733  CA  S469077590837386   CARD 1745,Debit Card/ATM Card ...1745,$4.99
Entertainment,Other Entertainment,3/25/19, ,ROBLOX.COM,PURCHASE                                AUTHORIZED ON   03/23 ROBLOX.COM 888-858        888-8582569   CA  S469082678151926   CARD 0484,Debit Card/ATM Card ...0484,$4.95
Entertainment,Other Entertainment,3/25/19, ,ROBLOX.COM,PURCHASE                                AUTHORIZED ON   03/23 ROBLOX.COM 888-858        888-8582569   CA  S389083110605994   CARD 0484,Debit Card/ATM Card ...0484,$4.95
Entertainment,Music,3/28/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   03/27 PP*ITUNES.COM/BILL        402-935-7733  CA  S309086736417949   CARD 1745,Debit Card/ATM Card ...1745,$8.99
Entertainment,Music,4/1/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   03/29 APL*ITUNES.COM/BIL        866-712-7753  CA  S469089024324465   CARD 0484,Debit Card/ATM Card ...0484,$6.98
Entertainment,Music,4/4/19, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   04/02 APL* ITUNES.COM/BI        866-712-7753  CA  S589093042582529   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Entertainment,Music,4/4/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   04/02 PP*ITUNES.COM/BILL        402-935-7733  CA  S589093160120418   CARD 1745,Debit Card/ATM Card ...1745,$4.98
Entertainment,Books/Magazines/Newspapers,4/5/19, ,AMAZON PRIME,RECURRING PAYMENT                       AUTHORIZED ON   04/04 Amazon Prime              Amzn.com/bill WA  S309094796822653   CARD 1745,Debit Card/ATM Card ...1745,$129.86
Entertainment,Music,4/5/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   03/31 APL*ITUNES.COM/BIL        866-712-7753  CA  S389090623099045   CARD 5402,Debit Card/ATM Card ...5402,$29.99
Entertainment,Music,4/5/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   04/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S389094739457963   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Music,4/8/19, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   04/05 APL* ITUNES.COM/BI        866-712-7753  CA  S309095776290712   CARD 5402,Debit Card/ATM Card ...5402,$8.99
Entertainment,Music,4/8/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   04/05 APL*ITUNES.COM/BIL        866-712-7753  CA  S309095776288861   CARD 5402,Debit Card/ATM Card ...5402,$10.99
Entertainment,Music,4/9/19, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   04/07 APL* ITUNES.COM/BI        866-712-7753  CA  S589098057426827   CARD 5402,Debit Card/ATM Card ...5402,$5.99
Entertainment,Books/Magazines/Newspapers,4/12/19,"Amzn.com/bill,WA",AMAZON.COM MZ,"Amazon.com*MZ78Z9F90 Amzn.com/bill,WA",PLATINUM CARD ...4360,$24.60
Entertainment,Music,4/24/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   04/22 PP*ITUNES.COM/BILL        402-935-7733  CA  S589113191649112   CARD 1745,Debit Card/ATM Card ...1745,$1.99
Entertainment,Music,4/26/19, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   04/24 APL* ITUNES.COM/BI        866-712-7753  CA  S389115012502640   CARD 5402,Debit Card/ATM Card ...5402,$5.99
Entertainment,Books/Magazines/Newspapers,4/29/19,"Amzn.com/bill,WA",AMZN MKTP US MZ,"AMZN Mktp US*MZ9X427S1 Amzn.com/bill,WA",PLATINUM CARD ...4360,$29.99
Entertainment,Music,4/29/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   04/27 PP*ITUNES.COM/BILL        402-935-7733  CA  S309118191738771   CARD 1745,Debit Card/ATM Card ...1745,$8.99
Entertainment,Music,4/30/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   04/29 APL*ITUNES.COM/BIL        866-712-7753  CA  S309119304847267   CARD 5402,Debit Card/ATM Card ...5402,$29.99
Entertainment,Music,5/1/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   04/29 PP*ITUNES.COM/BILL        402-935-7733  CA  S589120191775880   CARD 1745,Debit Card/ATM Card ...1745,$3.99
Entertainment,Movies,5/6/19, ,LOS GATOS THEATRE,PURCHASE                                AUTHORIZED ON   05/03 LOS GATOS THEATRE         LOS GATOS     CA  S589124000286601   CARD 5402,Debit Card/ATM Card ...5402,$8.00
Entertainment,Music,5/6/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   05/03 APL*ITUNES.COM/BIL        866-712-7753  CA  S589123305060440   CARD 5402,Debit Card/ATM Card ...5402,$4.99
Entertainment,Music,5/6/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   05/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S309124667501403   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Music,5/8/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   05/07 APL*ITUNES.COM/BIL        866-712-7753  CA  S469127550179280   CARD 5402,Debit Card/ATM Card ...5402,$5.99
Entertainment,Other Entertainment,5/13/19, ,STEAMGAMES.COM,PURCHASE                                AUTHORIZED ON   05/09 STEAMGAMES.COM 425        425-8899642   WA  S389129843890422   CARD 0484,Debit Card/ATM Card ...0484,$4.97
Entertainment,Arts,5/14/19,"402-935-7733 ,CA",PP MAKER FAIRE,"PP*MAKER FAIRE BAY AR 402-935-7733 ,CA",PLATINUM CARD ...4360,$97.20
Entertainment,Music,5/14/19, ,APL ITUNES.COM BI,PURCHASE                                AUTHORIZED ON   05/12 APL* ITUNES.COM/BI        866-712-7753  CA  S309132836856517   CARD 5402,Debit Card/ATM Card ...5402,$10.99
Entertainment,Music,5/20/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   05/16 APL*ITUNES.COM/BIL        866-712-7753  CA  S589136837918813   CARD 5402,Debit Card/ATM Card ...5402,$11.99
Entertainment,Music,5/20/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   05/17 PP*ITUNES.COM/BILL        402-935-7733  CA  S589137598735703   CARD 1745,Debit Card/ATM Card ...1745,$4.99
Entertainment,Recreation/Fitness/Clubs,5/24/19, ,SAN MATEO COUNTY E,PURCHASE                                AUTHORIZED ON   05/18 SAN MATEO COUNTY E        650-5743247   CA  S309138763668126   CARD 5402,Debit Card/ATM Card ...5402,$10.00
Entertainment,Music,5/28/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   05/25 APL*ITUNES.COM/BIL        866-712-7753  CA  S389145636715690   CARD 0484,Debit Card/ATM Card ...0484,$23.96
Entertainment,Music,5/28/19, ,APL ITUNES.COM BIL,RECURRING PAYMENT                       AUTHORIZED ON   05/27 APL*ITUNES.COM/BIL        866-712-7753  CA  S309147335050962   CARD 5402,Debit Card/ATM Card ...5402,$29.99
Entertainment,Other Entertainment,5/28/19, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   05/24 EPC*FORTNITE              919-854-0070  NC  S389145119628104   CARD 0484,Debit Card/ATM Card ...0484,$4.99
Entertainment,Music,5/30/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   05/29 PP*ITUNES.COM/BILL        402-935-7733  CA  S589149664726073   CARD 1745,Debit Card/ATM Card ...1745,$8.99
Entertainment,Books/Magazines/Newspapers,6/3/19,"AMZN.COM/BILL,WA",AMZN MKTP US MN,"AMZN MKTP US*MN0U64R40 AM AMZN.COM/BILL,WA",PLATINUM CARD ...4360,$12.99
Entertainment,Music,6/3/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   06/01 APL*ITUNES.COM/BIL        866-712-7753  CA  S469153017086766   CARD 5402,Debit Card/ATM Card ...5402,$4.99
Entertainment,Other Entertainment,6/3/19, ,EPC FORTNITE,PURCHASE                                AUTHORIZED ON   06/01 EPC*FORTNITE              919-854-0070  NC  S589152680895830   CARD 0484,Debit Card/ATM Card ...0484,$9.99
Entertainment,Music,6/5/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   06/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S309155667481445   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Books/Magazines/Newspapers,6/7/19,"AMZN.COM/BILL,WA",AMZN MKTP US AMZN.COM BIL,"AMZN MKTP US AMZN.COM/BIL AMZN.COM/BILL,WA",PLATINUM CARD ...4360,-$12.99
Entertainment,Other Entertainment,6/17/19, ,XSOLLA ROBLOX,PURCHASE                                AUTHORIZED ON   06/14 Xsolla _Roblox            INTERNET      CYP S389165700859135   CARD 0484,Debit Card/ATM Card ...0484,$4.95
Entertainment,Music,6/21/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   06/20 PP*ITUNES.COM/BILL        402-935-7733  CA  S469171611898250   CARD 1745,Debit Card/ATM Card ...1745,$4.99
Entertainment,Other Entertainment,6/21/19, ,XSOLLA,PURCHASE                                AUTHORIZED ON   06/20 XSOLLA                    818-4356613   CA  S589171838673726   CARD 0484,Debit Card/ATM Card ...0484,$4.95
Entertainment,Books/Magazines/Newspapers,6/24/19,"Amzn.com/bill,WA",AMZN MKTP US M,"AMZN Mktp US*M658O69J2 Amzn.com/bill,WA",PLATINUM CARD ...4360,$30.99
Entertainment,Books/Magazines/Newspapers,6/26/19,"Amzn.com/bill,WA",AMZN MKTP US,"AMZN Mktp US Amzn.com/bill,WA",PLATINUM CARD ...4360,-$30.99
Entertainment,Music,6/28/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   06/27 APL*ITUNES.COM/BIL        866-712-7753  CA  S469178335049570   CARD 5402,Debit Card/ATM Card ...5402,$29.99
Entertainment,Books/Magazines/Newspapers,7/1/19,"Amzn.com/bill,WA",AMZN MKTP US MH,"AMZN Mktp US*MH35N51K1 Amzn.com/bill,WA",PLATINUM CARD ...4360,$162.59
Entertainment,Music,7/1/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   06/29 PP*ITUNES.COM/BILL        402-935-7733  CA  S469180664574766   CARD 1745,Debit Card/ATM Card ...1745,$8.99
Entertainment,Music,7/5/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   07/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S389185667442564   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Music,7/9/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   07/08 APL*ITUNES.COM/BIL        866-712-7753  CA  S469189835756959   CARD 0484,Debit Card/ATM Card ...0484,$4.99
Entertainment,Recreation/Fitness/Clubs,7/12/19, ,RAGING WATERS SAN,PURCHASE                                AUTHORIZED ON   07/10 RAGING WATERS SAN         408-538-9900  CA  S389191727272814   CARD 5402,Debit Card/ATM Card ...5402,$36.37
Entertainment,Music,7/15/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   07/12 APL*ITUNES.COM/BIL        866-712-7753  CA  S389193835863227   CARD 0484,Debit Card/ATM Card ...0484,$4.99
Entertainment,Books/Magazines/Newspapers,7/19/19,"Amzn.com/bill,WA",AMZN MKTP US MA,"AMZN Mktp US*MA2Z06CX1 Amzn.com/bill,WA",PLATINUM CARD ...4360,$12.99
Entertainment,Music,7/22/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   07/19 APL*ITUNES.COM/BIL        866-712-7753  CA  S589201199951916   CARD 0484,Debit Card/ATM Card ...0484,$9.99
Entertainment,Books/Magazines/Newspapers,7/26/19, ,AMAZON PRIME,RECURRING PAYMENT                       AUTHORIZED ON   07/25 Amazon Prime              Amzn.com/bill WA  S389206258879257   CARD 0484,Debit Card/ATM Card ...0484,$14.18
Entertainment,Music,7/29/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   07/27 APL*ITUNES.COM/BIL        866-712-7753  CA  S589208335171509   CARD 5402,Debit Card/ATM Card ...5402,$29.99
Entertainment,Recreation/Fitness/Clubs,7/29/19, ,SAN FRANCISCO ZOO,PURCHASE                                AUTHORIZED ON   07/27 SAN FRANCISCO ZOO         SAN FRANCISCO CA  S389208695975086   CARD 5402,Debit Card/ATM Card ...5402,$99.00
Entertainment,Music,7/30/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   07/29 PP*ITUNES.COM/BILL        402-935-7733  CA  S309210665434869   CARD 1745,Debit Card/ATM Card ...1745,$8.99
Entertainment,Other Entertainment,8/2/19, ,XSOLLA,PURCHASE                                AUTHORIZED ON   08/01 XSOLLA                    818-4356613   CA  S469213744848867   CARD 0484,Debit Card/ATM Card ...0484,$4.99
Entertainment,Books/Magazines/Newspapers,8/5/19,"Amzn.com/bill,WA",AMZN MKTP US MA,"AMZN Mktp US*MA4J650L0 Amzn.com/bill,WA",PLATINUM CARD ...4360,$18.97
Entertainment,Music,8/5/19, ,APL ITUNES.COM BIL,PURCHASE                                AUTHORIZED ON   08/03 APL*ITUNES.COM/BIL        866-712-7753  CA  S469215581565569   CARD 0484,Debit Card/ATM Card ...0484,$2.99
Entertainment,Music,8/5/19, ,PP ITUNES.COM BILL,PURCHASE                                AUTHORIZED ON   08/04 PP*ITUNES.COM/BILL        402-935-7733  CA  S469216668506323   CARD 1745,Debit Card/ATM Card ...1745,$0.99
Entertainment,Other Entertainment,8/9/19, ,ROBLOX,PURCHASE                                AUTHORIZED ON   08/08 ROBLOX * 1-855-333        855-3334734   CA  S589220675893927   CARD 0484,Debit Card/ATM Card ...0484,$5.95
